"Source","Kind","Id","Name","Desc","Category","Secret"
"Monkestation","achievement","misc/cult_shuttle_omfg","WHAT JUST HAPPENED","As a blood cultist, be part of a team that summons 3 shuttle curses within 10 seconds. Imagine cleaning up after them, g r o s s!","Misc","no"
"Monkestation","achievement","misc/clickbait","Clickbait","Where's my free smartphone?!?","Misc","no"
"Monkestation","achievement","misc/narsupreme","If Nar'Sie is so good, why isn't there a...","Even interdimensional space deitys need a friend.","Misc","no"
"Monkestation","achievement","misc/springlock","The Man Inside the MODsuit","Ignore the warning label on a springlock MODsuit.","Misc","no"
"Monkestation","achievement","misc/healthy","The Picture of Health","Don't be such a baby, it's just a heart attack. You've bounced back from worse!","Misc","no"
"Monkestation","achievement","misc/debt_extinguished","Outdebted","I've paid my dues, shift after shift... I've done my sentence but commited no griff...","Misc","no"
"Monkestation","achievement","misc/gods_wrath","God's Wrath","Did you think you could get away with defiling the word of God?","Misc","no"
"Monkestation","achievement","misc/jared_leto","The Jared Leto of fruits","Cantelopes dumb friend they insist on bringing to the party. The worst part of everything it is in.","Misc","no"
"Monkestation","score","hardcore_random","Hardcore random points","Well, I might be a blind, deaf, crippled guy, but hey, at least I'm alive.","Misc","no"
"Monkestation","score","maintenance_pill","Maintenance Pills Consumed","Wait why?","Misc","no"
"Monkestation","score","intento_score","Intento Score","A blast from the future?","Misc","no"
"Monkestation","score","style_score","Style Score","You might not be a robot, but you were damn close.","Misc","no"
"Monkestation","achievement","skill/legendary_miner","Legendary miner","No mere rock can stop me!","Misc","no"
"Monkestation","achievement","skill/legendary_fisher","Legendary fisher","Give a spaceman a fish and you feed him for a while; teach a spaceman to fish and you feed him until the shuttle arrives.","Misc","no"
"Shiptest","achievement","boss/nest_exterminator","Nest Exterminator","Watch your step","Misc","no"
"Shiptest","achievement","boss/boss_killer","Boss Killer","You've come a long ways from asking how to switch hands.","Misc","no"
"Shiptest","achievement","boss/blood_miner_kill","Blood-drunk Miner Killer","I guess he couldn't handle his drink that well.","Misc","no"
"Shiptest","achievement","boss/demonic_miner_kill","Demonic-frost Miner Killer","Definitely harder than the Blood-drunk Miner.","Misc","no"
"Shiptest","achievement","boss/bubblegum_kill","Bubblegum Killer","I guess he wasn't made of candy after all","Misc","no"
"Shiptest","achievement","boss/colossus_kill","Colossus Killer","The bigger they are... the better the loot","Misc","no"
"Shiptest","achievement","boss/drake_kill","Drake Killer","Now I can wear Rune Platebodies!","Misc","no"
"Shiptest","achievement","boss/hierophant_kill","Hierophant Killer","Hierophant, but not triumphant.","Misc","no"
"Shiptest","achievement","boss/legion_kill","Legion Killer","We were many..now we are none.","Misc","no"
"Shiptest","achievement","boss/wendigo_kill","Wendigo Killer","You've now ruined years of mythical storytelling.","Misc","no"
"Shiptest","achievement","boss/blood_miner_crusher","Blood-drunk Miner Crusher","I guess he couldn't handle his drink that well.","Misc","no"
"Shiptest","achievement","boss/demonic_miner_crusher","Demonic-frost Miner Crusher","Definitely harder than the Blood-drunk Miner.","Misc","no"
"Shiptest","achievement","boss/bubblegum_crusher","Bubblegum Crusher","I guess he wasn't made of candy after all","Misc","no"
"Shiptest","achievement","boss/colossus_crusher","Colossus Crusher","The bigger they are... the better the loot","Misc","no"
"Shiptest","achievement","boss/drake_crusher","Drake Crusher","Now I can wear Rune Platebodies!","Misc","no"
"Shiptest","achievement","boss/hierophant_crusher","Hierophant Crusher","Hierophant, but not triumphant.","Misc","no"
"Shiptest","achievement","boss/legion_crusher","Legion Crusher","We were many... now we are none.","Misc","no"
"Shiptest","achievement","boss/wendigo_crusher","Wendigo Crusher","You've now ruined years of mythical storytelling.","Misc","no"
"Shiptest","score","nest_score","Nest Score","Watch your step","Misc","no"
"Shiptest","score","boss_score","Bosses Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","blood_miner_score","Blood-Drunk Miners Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","demonic_miner_score","Blood-Drunk Miners Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","bubblegum_score","Bubblegums Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","colussus_score","Colossus Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","drake_score","Drakes Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","hierophant_score","Hierophants Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","legion_score","Legions Killed","You've killed HOW many?","Misc","no"
"Shiptest","score","wendigo_score","Wendigos Killed","You've killed HOW many?","Misc","no"
"Shiptest","achievement","misc/meteor_examine","Your Life Before Your Eyes","Take a close look at hurtling space debris","Misc","no"
"Shiptest","achievement","misc/pulse","Jackpot","Win a pulse rifle from an arcade machine","Misc","no"
"Shiptest","achievement","misc/time_waste","Time waster","Speak no evil, hear no evil, see just errors","Misc","no"
"Shiptest","achievement","misc/feat_of_strength","Feat of Strength","If the rod is immovable, is it passing you or are you passing it?","Misc","no"
"Shiptest","achievement","misc/helbitaljanken","Helbitaljanken","You janked hard","Misc","no"
"Shiptest","achievement","misc/getting_an_upgrade","Getting an upgrade","Make your first unique material item!","Misc","no"
"Shiptest","achievement","misc/rocket_holdup","Disk, Please!","Is the man currently pointing a loaded rocket launcher at your head point blank really dumb enough to pull the trigger? Do you really want to find out?","Misc","no"
"Shiptest","achievement","misc/gamer","My Watchlist Status is Not Important","You may be under the impression that violent video games are a harmless pastime, but the security and medical personnel swarming your location with batons and knockout gas look like they disagree.","Misc","no"
"Shiptest","achievement","misc/vendor_squish","I Was a Teenage Anarchist","You were doing a great job sticking it to the system until that vending machine decided to fight back.","Misc","no"
"Shiptest","achievement","misc/swirlie","A Bowl-d New World","There's a lot of grisly ways to kick it on the Spinward Periphery, but drowning to death in a toilet probably wasn't what you had in mind. Probably.","Misc","no"
"Shiptest","achievement","misc/selfouch","How Do I Switch Hands???","If you saw someone casually club themselves upside the head with a toolbox anywhere in the galaxy but here, you'd probably be pretty concerned for them.","Misc","no"
"Shiptest","achievement","misc/sandman","Mister Sandman","Mechanically speaking, there's no real benefit to being unconscious during surgery. Weird how insistent this doctor is about using the N2O anyway though, huh?","Misc","no"
"Shiptest","achievement","misc/cleanboss","One Lean, Mean, Cleaning Machine","How does it feel to know that your workplace values a mop bucket on wheels more than you?","Misc","no"
"Shiptest","achievement","misc/rule8","Rule 3","Call an admin this is ILLEGAL!!","Misc","no"
"Shiptest","achievement","misc/speed_round","Long shift","Well, that didn't take long.","Misc","no"
"Shiptest","achievement","misc/snail","KKKiiilll mmmeee","You were a little too ambitious, but hey, I guess you're still alive?","Misc","no"
"Shiptest","achievement","misc/lookoutsir","Look Out, Sir!","Either awarded for making the ultimate sacrifice for your comrades, or a really dumb attempt at grenade jumping.","Misc","no"
"Shiptest","achievement","misc/gottem","HA, GOTTEM","Made you look!","Misc","no"
"Shiptest","achievement","skill/legendary_miner","Legendary miner","No mere rock can stop me!","Misc","no"
"Yogstation","achievement","bubblegum","Kick Ass and Chew Bubblegum","Kill Bubblegum, the king of slaughter demons.","Misc","no"
"Yogstation","achievement","roboborg","I Live Again","As a roboticist, create a cyborg","Misc","no"
"Yogstation","achievement","defib","Lifesaver","Successfully defibrillate someone","Misc","no"
"Yogstation","achievement","engineering/pa_emag","Catastrophe","Emag a particle accelerator","Misc","yes"
"Yogstation","achievement","flukeops","Reverse Card","As a member of the crew, deal a humiliating defeat to the nuclear team","Misc","no"
"Yogstation","achievement","greentext/nukewin","Delta Alert","As a nuclear operative, score a major or minor victory","Misc","no"
"Yogstation","achievement","honorarynukie","Honorary Nukie","Kill yourself using the nuclear authentication disk","Misc","yes"
"Yogstation","achievement","badass","Badass Syndie","As a traitor, complete your objectives without buying any items","Misc","no"
"Yogstation","achievement","jones","Lead Lined","Survive an explosion while inside of a freezer","Misc","yes"
"Yogstation","achievement","greentext/wizwin","Scholars of the Arcane","As a wizard, complete your objectives","Misc","no"
"Yogstation","achievement","cpr","Breath of Life","Perform CPR on someone...","Misc","no"
"Yogstation","achievement","anticpr","Breath of Death","... with incompatible lungs","Misc","yes"
"Yogstation","achievement","greentext/changelingwin","The Thing","As a changeling, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/darkspawn","The Dark Shadow","As a darkspawn, ascend successfully","Misc","no"
"Yogstation","achievement","death","Flatlined","You died","Misc","no"
"Yogstation","achievement","cremated","Back to Carbon","Get cremated","Misc","no"
"Yogstation","achievement","cremated_alive","Burn in Hell","Get cremated... alive","Misc","yes"
"Yogstation","achievement","engineering/Poly_silent","Silence Bird!","As a network admin, create a script that mutes poly","Misc","yes"
"Yogstation","achievement","engineering/Poly_loud","Embrace the Bird!","As a network admin, create a script that makes poly LOUD","Misc","yes"
"Yogstation","achievement","cargoking","King of Credits","As the QM, beat the current record of cargo credits: ","Misc","no"
"Yogstation","achievement","likearecord","You Spin Me Round","Use a surgical drill to spin right round like a record baby","Misc","yes"
"Yogstation","achievement","ducatduke","Duke of Ducats","As the QM, have a million cargo credits by the end of the round","Misc","no"
"Yogstation","achievement","keycard_auth","On my authority","Trigger a keycard authentication device event, by yourself.","Misc","no"
"Yogstation","achievement","dab","Brain Damage","Dab.","Misc","yes"
"Yogstation","achievement","greentext","Green Text","As an antagonist, achieve your first green text","Misc","no"
"Yogstation","achievement","greentext/ratvar","Clocking In","As a servant of Ratvar, summon Ratvar","Misc","no"
"Yogstation","achievement","greentext/ratvar/eminence","Ratvar's Hand","As the Eminence, summon Ratvar","Misc","no"
"Yogstation","achievement","greentext/narsie","Blood Rites","As a member of blood cult, summon Nar'sie","Misc","no"
"Yogstation","achievement","greentext/narsie/master","Master of Blood","As a cult master, summon Nar'sie","Misc","no"
"Yogstation","achievement","greentext/revolution","Down with Nanotrasen","As a revolutionary, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/revolution/head","Viva la Revolution!","As a head revolutionary, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/gang","Turf War","As a gang member, take over the station","Misc","no"
"Yogstation","achievement","greentext/gangleader","\","As a gang leader, take over the station","Misc","no"
"Yogstation","achievement","greentext/blob","Grey Goo","As a blob, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/clownop","\","As a clown operative, score a major or minor victory","Misc","no"
"Yogstation","achievement","greentext/internal","Triple Cross","As an internal affairs agent, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/external","Quadruple Cross","As an external affairs agent, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/disease","Space Aids","As a sentient disease, survive and complete your objectives","Misc","no"
"Yogstation","achievement","greentext/pirate","Yaaaahr!","As member of the pirate crew, collect sufficient bounty from the crew","Misc","no"
"Yogstation","achievement","greentext/vampire","Count de Ville","As a vampire, complete your objectives","Misc","no"
"Yogstation","achievement","greentext/revenant","From The Shadows","As a revenant, complete your objectives","Misc","no"
"Yogstation","achievement","redtext","Mission Failed, We'll Get'em Next Time","As an antagonist, fail your objectives.","Misc","no"
"Yogstation","achievement","redtext/winlost","Arcane Failure","As a wizard, fail your objectives.","Misc","yes"
"Yogstation","achievement","engineering","Isaac Clarke","Survive a full round as part of the Engineering team.","Misc","no"
"Yogstation","achievement","engineering/solar","Honest Work","Set up one of the solar arrays as part of the Engineering team.","Misc","no"
"Yogstation","achievement","engineering/scotty","\","As Chief Engineer, produce more than three megawatts of power.","Misc","no"
"Yogstation","achievement","engineering/toasty","Nice and Toasty","Get set on fire in a fire-resistant suit.","Misc","no"
"Yogstation","achievement","cargo","Glory to Cargonia","Survive a full round as part of the Supply department.","Misc","no"
"Yogstation","achievement","cargo/bourgeois","Top 1%","Have one million credits on your ID.","Misc","no"
"Yogstation","achievement","cargo/bounties","Five Year Plan","As a member of the Supply department, complete ten bounties.","Misc","no"
"Yogstation","achievement","cargo/bsa","\","Fire the Bluespace artillery.","Misc","no"
"Goonstation","achievement","1.21 Jiggawatts","1.21 Jiggawatts","Complete the Chief Engineer objective of earning one hundred thousand (100000) credits from the PTL. Great Scott!","Goon","no"
"Goonstation","achievement","40K","40K","Complete the Miner objective of fabricating 3 industrial armor suits by the end of the round.","Goon","no"
"Goonstation","achievement","A shocking demise","A shocking demise","As an Arcfiend, stop at least six hearts using Jolt. It is not cumulative; you must do this within a single round. Jolt costs 200 energy, so you also need to sap at least 1200 (6 x 200) energy. You get this medal at the end of the round, rather than the moment you reach six hearts stopped, so that the OOC medal announcement doesn't expose your presence.","Goon","no"
"Goonstation","achievement","Better to burn out, than fade away","Better to burn out, than fade away","Complete the Scientist objective and Research Director objective of escaping on the emergency shuttle while on fire with the chemical Silver Sulfadiazine in your system.","Goon","no"
"Goonstation","achievement","Bill Masen","Bill Masen","Complete the Botanist objective of having three mutated plants alive at the end of the round.","Goon","no"
"Goonstation","achievement","Black and Blue","Black and Blue","As in, your corpse is black and blue. Blue, because you're dead and aren't getting oxygen, and black, because you died with 400 seconds of Burning, at which point the tooltip for the status effects says you're ""extremely on fire"". Dying via the suicide command renders you ineligible for this medal.","Goon","no"
"Goonstation","achievement","Block Stacker","Block Stacker","Score 30,000 points on Robustris Pro.","Goon","no"
"Goonstation","achievement","Brown Pants","Brown Pants","The medal's icon illustrates it very well: as a Captain, you must successfully insert the authentication disk into the Nuclear Operatives' nuclear bomb. The ""nuke ops"" aren't going to let you do that without a fight, so if you want this medal, then follow the medal description and ""show no fear in the face of battle""! You cannot obtain this medal by inserting the auth disk into a micronuke(or its defended variant), even though that bomb also accepts the disk. The admin-spawned ""event nukes"" don't work either. Only full-sized ones from the Nuclear Emergency mode count!","Goon","no"
"Goonstation","achievement","Bury the Dead","Bury the Dead","Complete the Chaplain objective of having zero corpses on station at the end of the round.","Goon","no"
"Goonstation","achievement","Call 1-800-CODER","Call 1-800-CODER","runtime error: Cannot execute player.unlock_medal() (Cause Goonstation's code to return an error. This does not necessarily mean youвЂ™ll get an error message on your end. However, it does show up on the adminsвЂ™ log of runtimes/errors.)","Goon","no"
"Goonstation","achievement","Contributor","Contributor","You cannot get this medal on your own. An admin has to give it to you. This medal is typically bestowed on people who have made major contributions to the game, such as by fixing dozens of bugs or doing lots of re-sprites. As the Goonhub description puts it, thanks <3","Goon","no"
"Goonstation","achievement","Cream of the Crop","Cream of the Crop","As a Wrestler complete all of your objectives.","Goon","no"
"Goonstation","achievement","Damned","Damned","Die via the suicide command; just enter suicide in the command bar/text parser at the bottom of your screen. The command offers a lot of different ways to die depending on what objects you're holding, what devices you're next to, and whether you're a human, cyborg, etc., and they all make you eligible for the medal, so just pick one you like. Just go through with it; if you use the command but cancel at the prompt, you won't get the medal, so merely entering the command isn't enough.","Goon","no"
"Goonstation","achievement","Dangerous Game","Dangerous Game","As a hunter collect enough a high enough value of skulls to complete your objective.","Goon","no"
"Goonstation","achievement","Dead or alive, you're coming with me","Dead or alive, you're coming with me","Complete the Security Officer objective or Head of Security objective of having an antagonist in handcuffs on the escape shuttle at the end of the round.","Goon","no"
"Goonstation","achievement","Dracula Jr.","Dracula Jr.","As a Vampire accumulate enough blood to complete the""Accumulate at least [number] units of blood in total"" objective.","Goon","no"
"Goonstation","achievement","DUI","DUI","Driving under the influence while on a MULEBot, specifically. Run someone over with a MULEBot while riding on it and while you have some ethanol in your system. One unit, ten, hundred, doesn't matter how much. This can hurt quite a lot, so if you're not an antagonist, don't do this without a good reason. (If you are an antag, go right ahead.)","Goon","no"
"Goonstation","achievement","Expendable","Expendable","Die as a Revolutionary, specifically a regular one, not a Head Revolutionary. If you died via the suicide verb, it doesn't count towards this medal, but otherwise, it doesn't matter how you go, comrade.","Goon","no"
"Goonstation","achievement","Fell down the stairs","Fell down the stairs","Die while handcuffed. Again, it doesn't matter how you die, so long as you didn't use the suicide command for it (which is somewhat of a shame since cuffs have a unique suicide.) Having shackles doesn't count for this, but zipties/plastic cuffs and silver handcuffs do, as do regular handcuffs, obviously. Since the code counts them as handcuffs, being duct-taped also works.","Goon","no"
"Goonstation","achievement","Fish","Fish","Late join into an ongoing round for the first time.","Goon","no"
"Goonstation","achievement","For Your Ohm Good","For Your Ohm Good","Get vaporized by walking into an extremely high-power power transmission laser. The laser needs somewhere in the range of at least 200 Megawatts to gib you.","Goon","no"
"Goonstation","achievement","Fun Times","Fun Times","Participate in one of the contests on the forums. These used to be monthly, but now they're enacted on admin discretion. Contests usually last a few weeks, and the admins take care to announce them, so as long as you check back on the forums from time to time, you won't miss out.","Goon","no"
"Goonstation","achievement","Glass Ceiling","Glass Ceiling","Complete the Staff Assistant objective of having a non-assistant ID assigned to you at the end of the round. This ranges from easy to impossible depending on the presence of the Head of Personnel.","Goon","no"
"Goonstation","achievement","Good Feasting","Good Feasting","As a werewolf, reach your objective number of victims fed on.","Goon","no"
"Goonstation","achievement","Gore Fest","Gore Fest","Get gibbed. If you're unfamiliar with that term, it means your body basically explodes into a mess of body parts and assorted remains, often due to an explosion. It doesn't necessary have to be human remains; getting gibbed as a cyborg, critter, etc. counts. Unlike many other death-related medals, this one doesn't care if you used the suicide command.","Goon","no"
"Goonstation","achievement","Guardin' Gnome","Guardin' Gnome","Complete the Staff Assistant objective of ensuring Gnome Chompski is on the emergency shuttle OR escape on the emergency shuttle as any role with Gnome Chompski in your inventory. Gnome Chompski can be found in hidden locations on several maps. Be careful not to lose sight of him! He teleports when he is out of sight.","Goon","no"
"Goonstation","achievement","High Five!","High Five!","While there is indeed a high-five emote, you don't earn it via that. Instead, you need to shock someone with stun gloves.","Goon","no"
"Goonstation","achievement","HIGH VOLTAGE","HIGH VOLTAGE","Get electrocuted in some way; you don't necessarily have to die because of it. The game actually offers quite a few ways to earn this: getting shocked by a wire, an APC, or a door all work as you'd expect, but so does walking into an active singularity engine's containment field, getting zapped by a GuardBuddy with an Elektro-Arc tool module, and getting hit by any of the various Adventure Zone enemies that attack with electricity.","Goon","no"
"Goonstation","achievement","honk HONK mother FU-","honk HONK mother FU-","Complete the Staff Assistant objective of wearing at least one piece of Clown clothing at the end of the round.","Goon","no"
"Goonstation","achievement","HUMANOID MUST NOT ESCAPE","HUMANOID MUST NOT ESCAPE","Die on the escape shuttle. Doesn't matter how, so long as it wasn't through the suicide command. Since the shuttle is so tightly packed, it's a frequent target for antagonists on a murder spree, so you might earn this medal without even trying to.","Goon","no"
"Goonstation","achievement","I don't give a shit","I don't give a shit","Complete the Staff Assistant objective of having your butt by any means at the end of the round. A safe bet for having your butt removed is usually visiting Robotics though they may want it for reasons.","Goon","no"
"Goonstation","achievement","I helped!","I helped!","End a round as a Security Assistant.","Goon","no"
"Goonstation","achievement","I'm In","I'm In","Successfully gain superuser access on a TermOS terminal via the su command. The AI, Captain, Cyborgs, Head of Security, and Research Director all spawn with superuser access, and it's possible to spoof it via certain commands.","Goon","no"
"Goonstation","achievement","It's frickin' freezing in here, Mr. Bigglesworth","It's frickin' freezing in here, Mr. Bigglesworth","Complete the Medical Doctor objective and Medical Director objective of having the Medical Objects#Cryogenic Healing Pod on and under 225K at the end of the round.","Goon","no"
"Goonstation","achievement","It's just a flesh wound!","It's just a flesh wound!","Make it to Central Command (aka, CentCom) with a bullet (or more) embedded in you. The precise type doesn't matter, and you can have multiple bullets lodged in you. Shrapnel doesn't count.","Goon","no"
"Goonstation","achievement","It's not 'Door to Heaven'","It's not 'Door to Heaven'","Complete the Engineer objective of having at least two functional command teleporters","Goon","no"
"Goonstation","achievement","Jimi Heselden","Jimi Heselden","Ride a segway into outer space/ the sea. A reference to Jimi Heselden, an executive (but not founder or inventor) of Segway, Inc. who famously ran off a cliff while on a Segway. He died as a result of that, but you don't actually need to die to earn this medal, just enter space/sea.","Goon","no"
"Goonstation","achievement","Law 1: Don't be an asshat","Law 1: Don't be an asshat","Asimov's laws were definitely behind, because ol' Isaac did not foresee a robot wearing someone's ass as a hat. As the medal image shows, you need to put a butt on the AI's core unit, which, by default, spawns in the AI Chamber.","Goon","no"
"Goonstation","achievement","Life, uh... finds a way","Life, uh... finds a way","Complete the Geneticist objective and Medical Director objective of having at least 5 people scanned in the Clone Console. Cloning people does remove them from the list of people scanned, so it would be in good practice to scan anyone that is cloned.","Goon","no"
"Goonstation","achievement","Licensed Archaeologist","Licensed Archaeologist","Complete the Scientist or Research Director objective of activating 10 artifacts in a single shift.","Goon","no"
"Goonstation","achievement","Manhattan Project","Manhattan Project","Successfully destroy the station with a nuclear detonation as a Nuclear Operative","Goon","no"
"Goonstation","achievement","Man with a Scan","Man with a Scan","Complete the Engineer objective of having 10 or more objects scanned in the ruckingeur kit.","Goon","no"
"Goonstation","achievement","Many names, many faces","Many names, many faces","As a Changeling, complete the Changeling objective""Absorb the DNA of at least [absorb_count] more crew members in addition to the one you started with, and escape on the shuttle alive.""","Goon","no"
"Goonstation","achievement","Meth is a hell of a drug","Meth is a hell of a drug","Complete the Scientist objective and Research Director objective of ending the round with methamphetamine in your system.","Goon","no"
"Goonstation","achievement","Misclick","Misclick","Pry up a floor tile from some flooring using a crowbar; this is specifically for intact flooring, so you can't get this by removing burnt or broken tiles. The joke is that people fighting with crowbars often miss and target the floor instead of their opponent, accidentally prying floor tiles instead of the other person's face.","Goon","no"
"Goonstation","achievement","MISSION COMPLETE","MISSION COMPLETE","As an Antagonist complete your objectives.","Goon","no"
"Goonstation","achievement","Monkey Duty","Monkey Duty","Complete the ""Keep Monsieur Stirstir brigged but also make sure that he comes to absolutely no harm"" Security Officer, Security Assistant, and Head of Security objective. This is quite difficult to do as monkeys tend to use tables to flip into walls and other objects. It would be best to check on Stirstir regularly and make sure they aren't hurt and haven't been taken or murdered by a Traitor.","Goon","no"
"Goonstation","achievement","Mostly Armless","Mostly Armless","When the round ends, you need to be at Central Command/CentCom with both your arms missing. You need to be playing a human to earn this one; while you can wind up a cyborg without any arms at round-end, it won't get you this medal.","Goon","no"
"Goonstation","achievement","Neither fashionable noir stylish","Neither fashionable noir stylish","Complete the Detective objective of wearing your coat, hat, and uniform at the end of the round.","Goon","no"
"Goonstation","achievement","Noah's Shuttle","Noah's Shuttle","Have 7 station pets on the shuttle when it arrives at Central Command. Station pets include pretty much every Critter(i.e. no monkeys) that has a name, e.g. Heisenbee, Sylvester, Jones the Cat, ""jons the catte"", the Pool space seals--basically, if the end of round stats mentions they escaped on the shuttle at the end, it counts towards this medal. Pets from Pet Person do not count for this.","Goon","no"
"Goonstation","achievement","On My Own Two (Space) Legs","On My Own Two (Space) Legs","Complete the in-game tutorial, meaning the one you enter by clicking the Play Tutorial button in the server's lobby. More specifically, you need to kill the NPC clown at the end.","Goon","no"
"Goonstation","achievement","OW! MY BALLS!","OW! MY BALLS!","Some places just can't take the pain. Get groin-punched by Senator Death Badman as a result of ingesting mimicillium.","Goon","no"
"Goonstation","achievement","Party Hard","Party Hard","Die next to a tube of (deployed) neon lining or with a glowstick(any kind) in your inventory while drunk. Any level of drunkenness is fine.","Goon","no"
"Goonstation","achievement","Patchwork","Patchwork","Complete the Medical Doctor objective and Medical Director objective of having used ten or more medical patches on injured people in a single round. A person is only counted as injured if their health is below 90%. Patches applied to yourself don't count.","Goon","no"
"Goonstation","achievement","Primordial","Primordial","Complete the Staff Assistant objective of escaping on the escape shuttle as a monkey. This can easily be achieved by going to Genetics and requesting they turn you into a one.","Goon","no"
"Goonstation","achievement","Primum non nocere","Primum non nocere","Complete the Medical Doctor objective and Medical Director objective of not preforming a single violent act the entire round. This means that you cannot punch, use a weapon, or shoot anyone even if it is in self defense. You can still disarm and grab people without breaking your oath.","Goon","no"
"Goonstation","achievement","Professional Thief","Professional Thief","As Spy Thief, complete your "" Steal at least X items in total via your uplink."" objective.","Goon","no"
"Goonstation","achievement","Progenitor","Progenitor","Complete the Roboticist Doctor objective and Medical Director objective of having at least three living Cyborgs at the end of the round.","Goon","no"
"Goonstation","achievement","Puerile humour","Puerile humour","Complete the Roboticist objective and Medical Director objective of having at least five buttbots on station at the end of the round. Getting you hands on butts should be easy considering that some Staff Assistants will sometimes come to you for this.","Goon","no"
"Goonstation","achievement","Quit Cloning Around","Quit Cloning Around","Acquire more than 7 cloner defects, which means getting cloned multiple times. ""Diminishing reruns"" indeed...","Goon","no"
"Goonstation","achievement","Red Hood","Red Hood","There are two ways to earn this. The first is to get your head cut off through surgery. Getting decapitated via a katana or a suicide doesn't count. The second is to get your face disfigured due to mixing fluorosulfuric acid without a proper mask on or getting splashed with any of the various acids or grog.","Goon","no"
"Goonstation","achievement","Reefer Madness","Reefer Madness","Complete the Botanist objective of having no Cannabis plants, seeds, or products inside botany at the end of the round. This does in fact have the obvious loop hole that you can simply grow and store your cannabis elsewhere on station or just move it all at the end of the round.","Goon","no"
"Goonstation","achievement","Reserved Parking","Reserved Parking","Have the emergency shuttle land on you. You can't be in a pod, locker, or anything else that might protect you, meaning that you'll get gibbed by being squished.","Goon","no"
"Goonstation","achievement","Shit Fest","Shit Fest","Blow yourself up with Empowered High-Pressure Intestines.","Goon","no"
"Goonstation","achievement","Shit for brains","Shit for brains","Complete the Staff Assistant objective of having your own butt on your head when you escape on the shuttle. A safe bet for having your butt removed is usually visiting Robotics though they may want it for reasons.","Goon","no"
"Goonstation","achievement","Silent Running","Silent Running","Complete the Roboticist objective and Medical Director objective of having at least five Medibots on station at the end of the round. This does include the Medibot named "" Head Surgeon"" that sometimes can be seen in Medbay.","Goon","no"
"Goonstation","achievement","Slow Burn","Slow Burn","Complete the Chief Engineer and Engineer objective of having all furnaces on station running. Furnaces can be found in Engineering and sometimes the Sauna depending on the map.","Goon","no"
"Goonstation","achievement","Smooth Operator","Smooth Operator","Complete the Medical Doctor objective and Medical Director objective of being completely unharmed when the escape shuttle leaves for Central Command.","Goon","no"
"Goonstation","achievement","Spotless","Spotless","Complete the one of the Janitor objectives of keeping the Bar, Brig, or Medbay completely clean with no blood, gibs, oil, or other messes staining the floor at the end of the round.","Goon","no"
"Goonstation","achievement","Suitable? How about the Oubliette?!","Suitable? How about the Oubliette?!","Stuff someone down a brig chute.","Goon","no"
"Goonstation","achievement","Tax Haven","Tax Haven","Complete the Quartermaster objective of accumulating a budget of 100K credits. This ranges from easy to difficult depending of how savvy you and your fellow QMs are with purchases and exports, how often you need to make purchases, and randomly stumbling upon high value items such as starstone or stamped gold bullion","Goon","no"
"Goonstation","achievement","Territorial Defender","Territorial Defender","As a Space Phoenix, complete all your objectives.","Goon","no"
"Goonstation","achievement","That tasted funny","That tasted funny","Eat a dish with manmeat that came from a Clown. Get it, honk honk? Alternatively, as a Werewolf, consume a Clown via the Maul victim ability.","Goon","no"
"Goonstation","achievement","The mail always goes through","The mail always goes through","Complete the Staff Assistant and Technical Trainee objective of ""Escape on the shuttle alive wearing at least one piece of mail courier clothing."" This can be gotten by asking Cargo Bay if they have any mail/postmaster clothes, bugging a Mail Courier for their clothes, or finding it elsewhere.","Goon","no"
"Goonstation","achievement","The Syndicate Connection","The Syndicate Connection","Complete the Traitor objective of rescuing Monsieur StirStir, the monkey wearing an orange beret and orange prisoner jumpsuit, from the brig and making sure they escape alive on the shuttle. This objective is complicated by the fact other traitors could have a conflicting objective.","Goon","no"
"Goonstation","achievement","This object menaces with spikes of...","This object menaces with spikes of...","Make a custom mining tool with a Mining Power of at least 600. Doesn't matter which type of tool or materials used, just get it high as you can!","Goon","no"
"Goonstation","achievement","This station is ours!","This station is ours!","As a head revolutionary, live to see your revolution come to a success!","Goon","no"
"Goonstation","achievement","Through the fire and flames","Through the fire and flames","We carry on! While the name references the hit DragonForce song, getting this medal is much more mundane than its name or image might suggest. While on fire, you need to stop, drop, and roll by pressing the RESIST button on your HUD (Hotkey: Z for Goon WASD, C for /tg/style WASD). Clicking on the Burning status effect icon will attempt to make you do this automatically.","Goon","no"
"Goonstation","achievement","Tipsy","Tipsy","Complete the Detective objective of having ethanol in your system at the end of the round.","Goon","no"
"Goonstation","achievement","To the stars","To the stars","As a Flockmind or Flocktrace who has been in the Flock some time, successfully transmit the Signal.","Goon","no"
